-1.468227718551911476e+00,-1.845158744774819670e+00,-2.948377922301877785e+00,-7.671944759163872307e-01,-7.681038613547387373e-01,-2.428041958697431113e-01
1.779170986872314619e-01,-1.741610234173357252e+00,-2.949932694042704528e-01,-4.826729712624401314e-01,2.365358530481932176e-01,1.611270104040610551e+00
-7.899848644796583219e-01,-3.618061768943921508e-01,1.379768934679328929e+00,8.789316729153127117e-01,1.441923440176245130e-01,-1.066667019592825394e+00
-5.653391220237011794e-01,-7.995297121879184621e-01,-2.770809013129299281e+00,-4.052981576826811261e-01,-1.476820398115259170e-01,-1.767540142873881004e-01
1.399101918346580042e+00,-3.643750688223543754e-01,-6.586220760691384735e-01,4.580588290328588968e-02,4.212549109515723034e-01,4.789180819473208284e-01
-2.456182603440675738e+00,-2.725295097670860756e+00,-3.383693507275954637e+00,-2.950225000641318318e-01,-4.629212372241343076e-01,-1.482766703695717947e+00
-3.695040963014633917e+00,-1.210026618770469931e+01,-1.128902740500947033e+01,-8.501684867751448937e-01,-3.411038292035620145e+00,-1.333270071142563795e-01
-6.987434239407831482e-01,-1.506741173716402038e+00,4.177075914854765371e-01,1.125087115360058565e+00,-3.357446223343628633e-01,1.035352347571234066e+00
-4.496147115480553791e-01,-2.027757420168788904e+00,-1.386704036058894474e+00,-1.542882436947031755e-01,1.539811360645962635e-01,-5.158696097713282303e-01
-1.221414525495065240e+00,3.160484274670840033e-01,-1.910996555442737721e+00,-4.430036953163343227e-01,7.025837308050102425e-01,-2.909877219067415477e-01
-3.781541099780403314e+00,-2.766821645378675587e+00,-5.215032723043535157e+00,-3.482118779152056365e-01,2.086029092073996338e+00,-8.909994369718945428e-01
