-1.258549849504941864e-01,2.621091648738879787e+00,1.538881212150967626e+00,-3.441147919824629753e-01,6.179402072802702151e-01,-1.790746339283918687e+00,3.574741959778649836e+00,1.362599651097886166e+00,-1.052195408442410773e+00,-7.193183459751508746e-01
-3.561015881103278824e-01,1.234183669121006605e-01,-4.474679280616956634e-01,2.785510293167194451e+00,5.228611175252297905e-01,-6.723762122988496959e-01,6.363154284384389126e-01,-4.095378566003241710e-02,-8.048472880862664880e-01,-5.804076376868091414e-01
4.161897888969754572e-02,4.179642886271849739e-02,6.757396917787137358e-01,-6.391866177314746711e-01,-6.208184164784531500e-01,-5.314661558194789803e-01,1.117521546142692612e+00,-4.607300872513203638e-01,9.231640750523258943e-01,3.222919532920668129e+00
2.309105315340669595e-01,-8.493805884612083412e-01,-8.753696129356625111e-01,9.902605961640249532e-01,1.460467507993922887e+00,1.436239008539174355e-01,1.757963792286872051e+00,-1.022772545890323313e-02,-1.179108573448921948e+00,6.213847719710968720e-01
2.707224022425966936e-01,-1.447058743030637196e+00,8.266494438253403354e-01,1.455180267934357508e+00,2.639556892404800736e-01,-2.691098747121050683e-01,1.259861439270529626e+00,-2.052612907694385813e-01,5.135418034389014341e-01,4.946159576615217213e-01
1.787916941378081326e+00,1.288062512617470290e+00,-1.274687002117199874e+00,-9.188962168947515385e-01,-1.940432771351719154e-01,1.471771312802956588e+00,9.856848739193780906e-01,1.994059206394834527e-01,-6.642895102557234699e-01,7.521438297747922164e-01
5.807095361221233931e-01,4.338881338545672733e-02,8.141608973547560524e-01,1.740244867245316351e+00,5.911082532323416183e-01,2.238556404901598518e-01,1.336600524453322114e+00,4.951473195445840747e-02,-1.926888979327937124e+00,2.123958961880893170e+00
-6.421495454832885086e-01,-5.891863829494090599e-01,1.160531496302784182e+00,-5.377052675647389091e-01,7.292231039147209493e-02,-9.641526078883871920e-01,1.171387381228794711e+00,-1.938592688949084764e+00,-8.313201478795726462e-01,-5.015463624682297006e-01
2.177392910135987347e-01,-3.892743848733601353e-01,-1.331964565473155448e-01,-1.392071382560215786e+00,-1.295559403089990291e-01,4.715533396245120690e-01,2.944836703761177787e-01,1.586446025237129576e-01,5.211846759806556539e-01,3.836270394544410434e-01
3.466213071158684711e-01,-1.661844214115576479e+00,1.329494044611190251e+00,-1.140171949001218543e+00,-1.626945022719376910e+00,1.322592632782667310e-01,6.862319931651912341e-01,6.177894995003213596e-01,9.118578188032012699e-01,1.128216103972952800e+00
